"rtNm ","arsId ","arsId "
"N26","16014","송정역"
"601","16015","송정역"
"605","16015","송정역"
"651","16015","송정역"
"6629","16015","송정역"
"6645","16015","송정역"
"601","16016","공항중학교.공항초등학교"
"605","16016","공항중학교.공항초등학교"
"654","16016","공항중학교.공항초등학교"
"6629","16016","공항중학교.공항초등학교"
"N26","16016","공항중학교.공항초등학교"
"601","16017","발산역"
"605","16017","발산역"
"654","16017","발산역"
"6630","16017","발산역"
"6645","16017","발산역"
"6712","16017","발산역"
"N26","16017","발산역"
"601","16018","마곡역"
"605","16018","마곡역"
"654","16018","마곡역"
"6629","16018","마곡역"
"N26","16018","마곡역"
"601","16019","마곡역"
"605","16019","마곡역"
"654","16019","마곡역"
"6629","16019","마곡역"
"N26","16019","마곡역"
"601","16020","공항초등학교.공항중학교"
"605","16020","공항초등학교.공항중학교"
"654","16020","공항초등학교.공항중학교"
"6629","16020","공항초등학교.공항중학교"
"N26","16020","공항초등학교.공항중학교"
"601","16021","마곡동로사거리"
"605","16021","마곡동로사거리"
"654","16021","마곡동로사거리"
"6629","16021","마곡동로사거리"
"N26","16021","마곡동로사거리"
"601","16022","마곡동로사거리"
"605","16022","마곡동로사거리"
"654","16022","마곡동로사거리"
"6630","16022","마곡동로사거리"
"6645","16022","마곡동로사거리"
"N26","16022","마곡동로사거리"
"6648","16100","화원중학교"
"6712","16102","서울식물원.식물문화센터"
"6715","16103","백석초등학교.한국임업진흥원"
"650","16104","등촌중학교.한국임업진흥원"
"654","16104","등촌중학교.한국임업진흥원"
"6629","16104","등촌중학교.한국임업진흥원"
"6715","16104","등촌중학교.한국임업진흥원"
"강서01","16104","등촌중학교.한국임업진흥원"
"6632","16105","KC대학교.강서LG베스트샵"
"6715","16105","KC대학교.강서LG베스트샵"
"650","16106","하이웨이주유소.KC대학교"
"6629","16106","하이웨이주유소.KC대학교"
"6712","16107","서울식물원.숲문화학교"
"6712","16108","LG사이언스파크"
"6630","16109","등촌주공5단지아파트"
"6712","16109","등촌주공5단지아파트"
"6630","16111","발산역4번출구"
"6712","16111","발산역4번출구"
"661","16112","발산역5번출구"
"651","16115","공항중학교"
"6631","16115","공항중학교"
"6645","16115","공항중학교"
"6647","16115","공항중학교"
"6647","16116","송정역"
"654","16117","송정역"
"6631","16117","송정역"
"6647","16117","송정역"
"N26","16117","송정역"
"605","16118","공항시장"
"654","16118","공항시장"
"6629","16118","공항시장"
"6631","16118","공항시장"
"6647","16118","공항시장"
"N26","16118","공항시장"
"605","16119","공항시장"
"654","16119","공항시장"
"6629","16119","공항시장"
"6631","16119","공항시장"
"6647","16119","공항시장"
"N26","16119","공항시장"
"605","16120","공항시장역3번출구"
"654","16120","공항시장역3번출구"
"6629","16120","공항시장역3번출구"
"6631","16120","공항시장역3번출구"
"6647","16120","공항시장역3번출구"
"N26","16120","공항시장역3번출구"
"605","16121","공항시장역.공항성산교회"
"654","16121","공항시장역.공항성산교회"
"6629","16121","공항시장역.공항성산교회"
"6631","16121","공항시장역.공항성산교회"
"6647","16121","공항시장역.공항성산교회"
"N26","16121","공항시장역.공항성산교회"
"654","16122","방화주유소"
"6629","16122","방화주유소"
"6647","16122","방화주유소"
"605","16123","방화2동청성아파트앞"
"654","16123","방화2동청성아파트앞"
"6629","16123","방화2동청성아파트앞"
"6631","16123","방화2동청성아파트앞"
"N26","16123","방화2동청성아파트앞"
"654","16124","방신전통시장"
"6629","16124","방신전통시장"
"6647","16124","방신전통시장"
"605","16125","방화2동우촌연립"
"654","16125","방화2동우촌연립"
"6629","16125","방화2동우촌연립"
"6631","16125","방화2동우촌연립"
"N26","16125","방화2동우촌연립"
"605","16126","국민은행방화동지점"
"654","16126","국민은행방화동지점"
"6629","16126","국민은행방화동지점"
"6631","16126","국민은행방화동지점"
"6647","16126","국민은행방화동지점"
"N26","16126","국민은행방화동지점"
"605","16127","국민은행방화동지점"
"654","16127","국민은행방화동지점"
"6629","16127","국민은행방화동지점"
"6631","16127","국민은행방화동지점"
"N26","16127","국민은행방화동지점"
"654","16128","한서고등학교.보람아파트"
"6648","16128","한서고등학교.보람아파트"
"6712","16128","한서고등학교.보람아파트"
"672","16128","한서고등학교.보람아파트"
"654","16129","한서고등학교.보람아파트"
"6648","16129","한서고등학교.보람아파트"
"6712","16129","한서고등학교.보람아파트"
"672","16129","한서고등학교.보람아파트"
"651","16130","방화역"
"654","16130","방화역"
"6629","16130","방화역"
"6648","16130","방화역"
"6712","16130","방화역"
"672","16130","방화역"
"강서07","16130","방화역"
"651","16131","방화역"
"654","16131","방화역"
"6629","16131","방화역"
"6648","16131","방화역"
"6712","16131","방화역"
"672","16131","방화역"
"강서07","16131","방화역"
"651","16132","방화3동주민센터.국립국어원"
"654","16132","방화3동주민센터.국립국어원"
"6629","16132","방화3동주민센터.국립국어원"
"6648","16132","방화3동주민센터.국립국어원"
"6712","16132","방화3동주민센터.국립국어원"
"672","16132","방화3동주민센터.국립국어원"
"651","16133","방화도시7단지.국립국어원"
"654","16133","방화도시7단지.국립국어원"
"6629","16133","방화도시7단지.국립국어원"
"6648","16133","방화도시7단지.국립국어원"
"6712","16133","방화도시7단지.국립국어원"
"672","16133","방화도시7단지.국립국어원"
"6627","16134","가양3동도시개발8단지아파트.가양역"
"652","16135","가양역.마포중고등학교"
"6627","16135","가양역.마포중고등학교"
"6632","16135","가양역.마포중고등학교"
"6642","16135","가양역.마포중고등학교"
"6715","16135","가양역.마포중고등학교"
"673","16135","가양역.마포중고등학교"
"강서04","16135","가양역.마포중고등학교"
"강서05","16135","가양역.마포중고등학교"
"652","16136","가양역.마포중고등학교"
"6627","16136","가양역.마포중고등학교"
"6632","16136","가양역.마포중고등학교"
"6645","16136","가양역.마포중고등학교"
"6715","16136","가양역.마포중고등학교"
"673","16136","가양역.마포중고등학교"
"강서05","16136","가양역.마포중고등학교"
"652","16137","경복비즈니스고등학교"
"6627","16137","경복비즈니스고등학교"
"6632","16137","경복비즈니스고등학교"
"6642","16137","경복비즈니스고등학교"
"6715","16137","경복비즈니스고등학교"
"673","16137","경복비즈니스고등학교"
"강서04","16137","경복비즈니스고등학교"
"강서05","16137","경복비즈니스고등학교"
"652","16138","경복비즈니스고등학교"
"6627","16138","경복비즈니스고등학교"
"6645","16138","경복비즈니스고등학교"
"673","16138","경복비즈니스고등학교"
"강서05","16138","경복비즈니스고등학교"
"5712","16139","강서구청.한국건강관리협회"
"604","16139","강서구청.한국건강관리협회"
"606","16139","강서구청.한국건강관리협회"
"650","16139","강서구청.한국건강관리협회"
"6514","16139","강서구청.한국건강관리협회"
"652","16139","강서구청.한국건강관리협회"
"6627","16139","강서구청.한국건강관리협회"
"6629","16139","강서구청.한국건강관리협회"
"6642","16139","강서구청.한국건강관리협회"
"673","16139","강서구청.한국건강관리협회"
"5712","16140","강서구청.한국건강관리협회"
"604","16140","강서구청.한국건강관리협회"
"606","16140","강서구청.한국건강관리협회"
"650","16140","강서구청.한국건강관리협회"
"6514","16140","강서구청.한국건강관리협회"
"652","16140","강서구청.한국건강관리협회"
"6627","16140","강서구청.한국건강관리협회"
"6629","16140","강서구청.한국건강관리협회"
"6645","16140","강서구청.한국건강관리협회"
"673","16140","강서구청.한국건강관리협회"
"5712","16141","우장초등학교"
"604","16141","우장초등학교"
"606","16141","우장초등학교"
"650","16141","우장초등학교"
"6514","16141","우장초등학교"
"652","16141","우장초등학교"
"6627","16141","우장초등학교"
"6629","16141","우장초등학교"
"6645","16141","우장초등학교"
"673","16141","우장초등학교"
"5712","16142","우장초등학교"
"604","16142","우장초등학교"
"606","16142","우장초등학교"
"650","16142","우장초등학교"
"6514","16142","우장초등학교"
"652","16142","우장초등학교"
"6627","16142","우장초등학교"
"6629","16142","우장초등학교"
"6642","16142","우장초등학교"
"673","16142","우장초등학교"
"5712","16143","한국폴리텍1.서울강서대학교"
"604","16143","한국폴리텍1.서울강서대학교"
"606","16143","한국폴리텍1.서울강서대학교"
"650","16143","한국폴리텍1.서울강서대학교"
"6514","16143","한국폴리텍1.서울강서대학교"
"652","16143","한국폴리텍1.서울강서대학교"
"6627","16143","한국폴리텍1.서울강서대학교"
"6629","16143","한국폴리텍1.서울강서대학교"
"673","16143","한국폴리텍1.서울강서대학교"
"5712","16144","한국폴리텍1.서울강서대학교"
"604","16144","한국폴리텍1.서울강서대학교"
"606","16144","한국폴리텍1.서울강서대학교"
"650","16144","한국폴리텍1.서울강서대학교"
"6514","16144","한국폴리텍1.서울강서대학교"
"652","16144","한국폴리텍1.서울강서대학교"
"6627","16144","한국폴리텍1.서울강서대학교"
"6629","16144","한국폴리텍1.서울강서대학교"
"673","16144","한국폴리텍1.서울강서대학교"
"5712","16145","화곡본동시장"
"604","16145","화곡본동시장"
"606","16145","화곡본동시장"
"650","16145","화곡본동시장"
"6514","16145","화곡본동시장"
"652","16145","화곡본동시장"
"6627","16145","화곡본동시장"
"6629","16145","화곡본동시장"
"673","16145","화곡본동시장"
"5712","16146","화곡본동시장"
"604","16146","화곡본동시장"
"606","16146","화곡본동시장"
"650","16146","화곡본동시장"
"6514","16146","화곡본동시장"
"652","16146","화곡본동시장"
"6627","16146","화곡본동시장"
"6629","16146","화곡본동시장"
"673","16146","화곡본동시장"
"606","16147","화곡역"
"650","16147","화곡역"
"652","16147","화곡역"
"653","16147","화곡역"
"6625","16147","화곡역"
"6627","16147","화곡역"
"673","16147","화곡역"
"606","16148","화곡역"
"650","16148","화곡역"
"652","16148","화곡역"
"653","16148","화곡역"
"661","16148","화곡역"
"6627","16148","화곡역"
"673","16148","화곡역"
"606","16149","강서구청소년상담복지센터"
"650","16149","강서구청소년상담복지센터"
"652","16149","강서구청소년상담복지센터"
"653","16149","강서구청소년상담복지센터"
"661","16149","강서구청소년상담복지센터"
"6625","16149","강서구청소년상담복지센터"
"6627","16149","강서구청소년상담복지센터"
"673","16149","강서구청소년상담복지센터"
"강서06","16149","강서구청소년상담복지센터"
"606","16150","화곡푸르지오"
"650","16150","화곡푸르지오"
"652","16150","화곡푸르지오"
"653","16150","화곡푸르지오"
"661","16150","화곡푸르지오"
"6627","16150","화곡푸르지오"
"673","16150","화곡푸르지오"
"강서06","16150","화곡푸르지오"
"650","16151","외발산신광명마을"
"651","16151","외발산신광명마을"
"653","16151","외발산신광명마을"
"662","16151","외발산신광명마을"
"6628","16151","외발산신광명마을"
"650","16152","외발산신광명마을"
"651","16152","외발산신광명마을"
"653","16152","외발산신광명마을"
"653","16152","외발산신광명마을"
"662","16152","외발산신광명마을"
"6628","16152","외발산신광명마을"
"6630","16152","외발산신광명마을"
"651","16153","강서면허시험장.메이필드호텔"
"6628","16153","강서면허시험장.메이필드호텔"
"6632","16153","강서면허시험장.메이필드호텔"
"6642","16153","강서면허시험장.메이필드호텔"
"6647","16153","강서면허시험장.메이필드호텔"
"강서05","16153","강서면허시험장.메이필드호텔"
"650","16154","강서면허시험장.메이필드호텔"
"651","16154","강서면허시험장.메이필드호텔"
"653","16154","강서면허시험장.메이필드호텔"
"653","16154","강서면허시험장.메이필드호텔"
"662","16154","강서면허시험장.메이필드호텔"
"6628","16154","강서면허시험장.메이필드호텔"
"6630","16154","강서면허시험장.메이필드호텔"
"6628","16155","강서농수산물도매시장"
"653","16156","영인운수.차고지"
"6630","16156","영인운수.차고지"
"653","16157","대한항공.메이필드호텔"
"6630","16157","대한항공.메이필드호텔"
"651","16158","공항동송정중학교"
"6632","16158","공항동송정중학교"
"6642","16158","공항동송정중학교"
"6647","16158","공항동송정중학교"
"651","16159","공항동송정중학교"
"6632","16159","공항동송정중학교"
"6642","16159","공항동송정중학교"
"6647","16159","공항동송정중학교"
"651","16160","국립항공박물관.공항동천주교회"
"6632","16160","국립항공박물관.공항동천주교회"
"6642","16160","국립항공박물관.공항동천주교회"
"651","16161","국립항공박물관.공항동천주교회"
"6642","16161","국립항공박물관.공항동천주교회"
"651","16162","공항동지하도입구"
"6632","16162","공항동지하도입구"
"6642","16162","공항동지하도입구"
"653","16163","영인운수.차고지"
"6630","16163","영인운수.차고지"
"6642","16164","방화중학교"
"6645","16164","방화중학교"
"601","16166","방화동도시개발11단지"
"6632","16166","방화동도시개발11단지"
"6642","16166","방화동도시개발11단지"
"6645","16166","방화동도시개발11단지"
"6647","16166","방화동도시개발11단지"
"601","16167","개화2치안센터"
"605","16167","개화2치안센터"
"6631","16167","개화2치안센터"
"6632","16167","개화2치안센터"
"6642","16167","개화2치안센터"
"6645","16167","개화2치안센터"
"6647","16167","개화2치안센터"
"672","16167","개화2치안센터"
"672","16167","개화2치안센터"
"N26","16167","개화2치안센터"
"N65","16167","개화2치안센터"
"601","16168","개화2치안센터"
"6632","16168","개화2치안센터"
"6642","16168","개화2치안센터"
"6645","16168","개화2치안센터"
"6647","16168","개화2치안센터"
"6647","16169","개화역1번출구.개화검문소"
"601","16170","개화역1번출구.개화검문소"
"605","16170","개화역1번출구.개화검문소"
"6631","16170","개화역1번출구.개화검문소"
"6632","16170","개화역1번출구.개화검문소"
"6642","16170","개화역1번출구.개화검문소"
"6645","16170","개화역1번출구.개화검문소"
"6647","16170","개화역1번출구.개화검문소"
"672","16170","개화역1번출구.개화검문소"
"672","16170","개화역1번출구.개화검문소"
"N26","16170","개화역1번출구.개화검문소"
"N65","16170","개화역1번출구.개화검문소"
"6647","16172","상사마을"
"6647","16172","상사마을"
"602","16173","영일고등학교.강서도서관"
"650","16173","영일고등학교.강서도서관"
"654","16173","영일고등학교.강서도서관"
"6623","16173","영일고등학교.강서도서관"
"6629","16173","영일고등학교.강서도서관"
"6714","16173","영일고등학교.강서도서관"
"6715","16173","영일고등학교.강서도서관"
"6716","16173","영일고등학교.강서도서관"
"N62","16173","영일고등학교.강서도서관"
"602","16174","아이파크아파트.백석중학교.실로암안과"
"650","16174","아이파크아파트.백석중학교.실로암안과"
"654","16174","아이파크아파트.백석중학교.실로암안과"
"6623","16174","아이파크아파트.백석중학교.실로암안과"
"6629","16174","아이파크아파트.백석중학교.실로암안과"
"6714","16174","아이파크아파트.백석중학교.실로암안과"
"6715","16174","아이파크아파트.백석중학교.실로암안과"
"6716","16174","아이파크아파트.백석중학교.실로암안과"
"N62","16174","아이파크아파트.백석중학교.실로암안과"
"602","16175","등촌2동주민센터.등촌동대림아파트"
"650","16175","등촌2동주민센터.등촌동대림아파트"
"654","16175","등촌2동주민센터.등촌동대림아파트"
"6623","16175","등촌2동주민센터.등촌동대림아파트"
"6629","16175","등촌2동주민센터.등촌동대림아파트"
"6714","16175","등촌2동주민센터.등촌동대림아파트"
"6715","16175","등촌2동주민센터.등촌동대림아파트"
"6716","16175","등촌2동주민센터.등촌동대림아파트"
"N62","16175","등촌2동주민센터.등촌동대림아파트"
"602","16176","대일고교.임광아파트.배광교회"
"650","16176","대일고교.임광아파트.배광교회"
"654","16176","대일고교.임광아파트.배광교회"
"6623","16176","대일고교.임광아파트.배광교회"
"6629","16176","대일고교.임광아파트.배광교회"
"6714","16176","대일고교.임광아파트.배광교회"
"6715","16176","대일고교.임광아파트.배광교회"
"6716","16176","대일고교.임광아파트.배광교회"
"N62","16176","대일고교.임광아파트.배광교회"
"602","16177","용문사.시립화곡청소년센터"
"650","16177","용문사.시립화곡청소년센터"
"654","16177","용문사.시립화곡청소년센터"
"6623","16177","용문사.시립화곡청소년센터"
"6629","16177","용문사.시립화곡청소년센터"
"6714","16177","용문사.시립화곡청소년센터"
"6715","16177","용문사.시립화곡청소년센터"
"6716","16177","용문사.시립화곡청소년센터"
"N62","16177","용문사.시립화곡청소년센터"
"6714","16178","목동사거리"
"6716","16178","목동사거리"
"602","16179","목동사거리"
"650","16179","목동사거리"
"654","16179","목동사거리"
"6620","16179","목동사거리"
"6623","16179","목동사거리"
"6628","16179","목동사거리"
"6629","16179","목동사거리"
"6630","16179","목동사거리"
"6715","16179","목동사거리"
"N62","16179","목동사거리"
"6628","16180","화곡동남부시장"
"6630","16180","화곡동남부시장"
"6714","16180","화곡동남부시장"
"6716","16180","화곡동남부시장"
"674","16180","화곡동남부시장"
"6628","16181","성석교회"
"6630","16181","성석교회"
"6714","16181","성석교회"
"6716","16181","성석교회"
"674","16181","성석교회"
"6628","16182","서울신정초등학교"
"6630","16182","서울신정초등학교"
"6714","16182","서울신정초등학교"
"6716","16182","서울신정초등학교"
"674","16182","서울신정초등학교"
"6628","16183","서울신정초등학교"
"6630","16183","서울신정초등학교"
"6714","16183","서울신정초등학교"
"6716","16183","서울신정초등학교"
"674","16183","서울신정초등학교"
"6628","16184","화곡8동주민센터"
"6630","16184","화곡8동주민센터"
"6714","16184","화곡8동주민센터"
"6716","16184","화곡8동주민센터"
"674","16184","화곡8동주민센터"
"6628","16185","화곡8동주민센터.까치산시장"
"6630","16185","화곡8동주민센터.까치산시장"
"6714","16185","화곡8동주민센터.까치산시장"
"6716","16185","화곡8동주민센터.까치산시장"
"674","16185","화곡8동주민센터.까치산시장"
"5712","16186","KT강서지사"
"6514","16186","KT강서지사"
"6648","16186","KT강서지사"
"6657","16186","KT강서지사"
"6714","16186","KT강서지사"
"6716","16186","KT강서지사"
"N65","16186","KT강서지사"
"6714","16187","KT강서지사"
"6716","16187","KT강서지사"
"N65","16187","KT강서지사"
"강서03","16187","KT강서지사"
"652","16188","화곡동유림아파트"
"653","16188","화곡동유림아파트"
"6648","16188","화곡동유림아파트"
"674","16188","화곡동유림아파트"
"652","16189","화곡동유림아파트"
"653","16189","화곡동유림아파트"
"6648","16189","화곡동유림아파트"
"674","16189","화곡동유림아파트"
"604","16190","황외과앞"
"5712","16191","까치산역2번출구"
"6514","16191","까치산역2번출구"
"652","16191","까치산역2번출구"
"653","16191","까치산역2번출구"
"6628","16191","까치산역2번출구"
"6630","16191","까치산역2번출구"
"6657","16191","까치산역2번출구"
"N65","16191","까치산역2번출구"
"5712","16192","까치산역4번출구"
"6514","16192","까치산역4번출구"
"652","16192","까치산역4번출구"
"653","16192","까치산역4번출구"
"6628","16192","까치산역4번출구"
"6630","16192","까치산역4번출구"
"6657","16192","까치산역4번출구"
"N65","16192","까치산역4번출구"
"5712","16193","화곡동백구사"
"652","16193","화곡동백구사"
"6628","16193","화곡동백구사"
"6630","16193","화곡동백구사"
"5712","16194","화곡동백구사"
"652","16194","화곡동백구사"
"6628","16194","화곡동백구사"
"6630","16194","화곡동백구사"
"5712","16195","화곡대림아파트"
"604","16195","화곡대림아파트"
"652","16195","화곡대림아파트"
"6628","16195","화곡대림아파트"
"6630","16195","화곡대림아파트"
"5712","16196","화곡동대림아파트.화곡중앙시장"
"604","16196","화곡동대림아파트.화곡중앙시장"
"652","16196","화곡동대림아파트.화곡중앙시장"
"6628","16196","화곡동대림아파트.화곡중앙시장"
"6630","16196","화곡동대림아파트.화곡중앙시장"
"5712","16197","가로공원.나누리병원"
"604","16197","가로공원.나누리병원"
"652","16197","가로공원.나누리병원"
"6630","16197","가로공원.나누리병원"
"5712","16198","가로공원.나누리병원"
"604","16198","가로공원.나누리병원"
"652","16198","가로공원.나누리병원"
"6630","16198","가로공원.나누리병원"
"6628","16199","가로공원.나누리병원"
"6648","16199","가로공원.나누리병원"
"6625","16200","가로공원.나누리병원"
"6628","16200","가로공원.나누리병원"
"6648","16200","가로공원.나누리병원"
"6625","16202","화원중학교"
"6648","16202","화원중학교"
"5712","16203","신월초등학교"
"604","16203","신월초등학교"
"652","16203","신월초등학교"
"6630","16203","신월초등학교"
"5712","16204","신월초등학교"
"604","16204","신월초등학교"
"652","16204","신월초등학교"
"6630","16204","신월초등학교"
"5712","16205","화곡역.현대주유소"
"604","16205","화곡역.현대주유소"
"6514","16205","화곡역.현대주유소"
"652","16205","화곡역.현대주유소"
"653","16205","화곡역.현대주유소"
"6625","16205","화곡역.현대주유소"
"6630","16205","화곡역.현대주유소"
"6648","16205","화곡역.현대주유소"
"6657","16205","화곡역.현대주유소"
"N65","16205","화곡역.현대주유소"
"5712","16206","화곡역"
"604","16206","화곡역"
"6514","16206","화곡역"
"652","16206","화곡역"
"6630","16206","화곡역"
"6648","16206","화곡역"
"6657","16206","화곡역"
"N65","16206","화곡역"
"강서01","16206","화곡역"
"강서01","16206","화곡역"
"652","16207","화곡역1번출구"
"661","16207","화곡역1번출구"
"6629","16207","화곡역1번출구"
"6630","16207","화곡역1번출구"
"6648","16207","화곡역1번출구"
"6657","16207","화곡역1번출구"
"N65","16207","화곡역1번출구"
"강서06","16207","화곡역1번출구"
"652","16208","화곡역"
"661","16208","화곡역"
"6629","16208","화곡역"
"6630","16208","화곡역"
"6648","16208","화곡역"
"6657","16208","화곡역"
"N65","16208","화곡역"
"강서06","16208","화곡역"
"652","16209","대원시장"
"661","16209","대원시장"
"6629","16209","대원시장"
"6630","16209","대원시장"
"6648","16209","대원시장"
"6657","16209","대원시장"
"N65","16209","대원시장"
"강서06","16209","대원시장"
"652","16210","대원시장"
"661","16210","대원시장"
"6629","16210","대원시장"
"6630","16210","대원시장"
"6648","16210","대원시장"
"6657","16210","대원시장"
"N65","16210","대원시장"
"강서06","16210","대원시장"
"652","16211","화곡중고등학교"
"661","16211","화곡중고등학교"
"6629","16211","화곡중고등학교"
"6630","16211","화곡중고등학교"
"6648","16211","화곡중고등학교"
"6657","16211","화곡중고등학교"
"N65","16211","화곡중고등학교"
"강서06","16211","화곡중고등학교"
"652","16212","화곡중고등학교"
"661","16212","화곡중고등학교"
"6629","16212","화곡중고등학교"
"6630","16212","화곡중고등학교"
"6648","16212","화곡중고등학교"
"6657","16212","화곡중고등학교"
"N65","16212","화곡중고등학교"
"강서06","16212","화곡중고등학교"
"652","16213","우장산역"
"661","16213","우장산역"
"6629","16213","우장산역"
"6630","16213","우장산역"
"6645","16213","우장산역"
"6648","16213","우장산역"
"6657","16213","우장산역"
"N65","16213","우장산역"
"강서05","16213","우장산역"
"강서06","16213","우장산역"
"652","16214","우장산역"
"661","16214","우장산역"
"6629","16214","우장산역"
"6630","16214","우장산역"
"6642","16214","우장산역"
"6648","16214","우장산역"
"6657","16214","우장산역"
"N65","16214","우장산역"
"강서05","16214","우장산역"
"강서06","16214","우장산역"
"652","16215","명덕고등학교.웰튼병원"
"661","16215","명덕고등학교.웰튼병원"
"6629","16215","명덕고등학교.웰튼병원"
"6630","16215","명덕고등학교.웰튼병원"
"6645","16215","명덕고등학교.웰튼병원"
"6648","16215","명덕고등학교.웰튼병원"
"6657","16215","명덕고등학교.웰튼병원"
"N65","16215","명덕고등학교.웰튼병원"
"강서05","16215","명덕고등학교.웰튼병원"
"강서06","16215","명덕고등학교.웰튼병원"
"652","16216","명덕고등학교.웰튼병원"
"661","16216","명덕고등학교.웰튼병원"
"6629","16216","명덕고등학교.웰튼병원"
"6630","16216","명덕고등학교.웰튼병원"
"6642","16216","명덕고등학교.웰튼병원"
"6648","16216","명덕고등학교.웰튼병원"
"6657","16216","명덕고등학교.웰튼병원"
"N65","16216","명덕고등학교.웰튼병원"
"강서05","16216","명덕고등학교.웰튼병원"
"강서06","16216","명덕고등학교.웰튼병원"
"652","16217","발산역.우장산힐스테이트"
"661","16217","발산역.우장산힐스테이트"
"6629","16217","발산역.우장산힐스테이트"
"6630","16217","발산역.우장산힐스테이트"
"6645","16217","발산역.우장산힐스테이트"
"6648","16217","발산역.우장산힐스테이트"
"6657","16217","발산역.우장산힐스테이트"
"N65","16217","발산역.우장산힐스테이트"
"강서06","16217","발산역.우장산힐스테이트"
"652","16218","발산역.우장산힐스테이트"
"661","16218","발산역.우장산힐스테이트"
"6629","16218","발산역.우장산힐스테이트"
"6630","16218","발산역.우장산힐스테이트"
"6642","16218","발산역.우장산힐스테이트"
"6648","16218","발산역.우장산힐스테이트"
"6657","16218","발산역.우장산힐스테이트"
"N65","16218","발산역.우장산힐스테이트"
"652","16219","발산역2번출구"
"6630","16219","발산역2번출구"
"6632","16219","발산역2번출구"
"6642","16219","발산역2번출구"
"6645","16219","발산역2번출구"
"6657","16219","발산역2번출구"
"강서06","16219","발산역2번출구"
"652","16220","발산역3번출구"
"6630","16220","발산역3번출구"
"6632","16220","발산역3번출구"
"6645","16220","발산역3번출구"
"6657","16220","발산역3번출구"
"652","16221","서울호서전문학교.등촌주공3단지아파트"
"6630","16221","서울호서전문학교.등촌주공3단지아파트"
"6632","16221","서울호서전문학교.등촌주공3단지아파트"
"6642","16221","서울호서전문학교.등촌주공3단지아파트"
"6645","16221","서울호서전문학교.등촌주공3단지아파트"
"6657","16221","서울호서전문학교.등촌주공3단지아파트"
"강서06","16221","서울호서전문학교.등촌주공3단지아파트"
"652","16222","서울호서전문학교.등촌주공3단지아파트"
"6630","16222","서울호서전문학교.등촌주공3단지아파트"
"6632","16222","서울호서전문학교.등촌주공3단지아파트"
"6645","16222","서울호서전문학교.등촌주공3단지아파트"
"6657","16222","서울호서전문학교.등촌주공3단지아파트"
"강서06","16222","서울호서전문학교.등촌주공3단지아파트"
"652","16223","서울강서우체국"
"6630","16223","서울강서우체국"
"6645","16223","서울강서우체국"
"6657","16223","서울강서우체국"
"652","16224","서울강서우체국"
"6630","16224","서울강서우체국"
"6642","16224","서울강서우체국"
"6657","16224","서울강서우체국"
"강서06","16224","서울강서우체국"
"6630","16225","양천향교역.휴먼빌아파트"
"6631","16225","양천향교역.휴먼빌아파트"
"6645","16225","양천향교역.휴먼빌아파트"
"6657","16225","양천향교역.휴먼빌아파트"
"6630","16226","양천향교입구"
"6631","16226","양천향교입구"
"6642","16226","양천향교입구"
"6642","16226","양천향교입구"
"6630","16227","가양한강타운아파트"
"6631","16227","가양한강타운아파트"
"6645","16227","가양한강타운아파트"
"6657","16227","가양한강타운아파트"
"6630","16228","가양한강타운아파트"
"6631","16228","가양한강타운아파트"
"6642","16228","가양한강타운아파트"
"6642","16228","가양한강타운아파트"
"6630","16229","가양2단지성지아파트.동양고등학교"
"6631","16229","가양2단지성지아파트.동양고등학교"
"6645","16229","가양2단지성지아파트.동양고등학교"
"6657","16229","가양2단지성지아파트.동양고등학교"
"6630","16230","가양2단지성지아파트.동양고등학교"
"6631","16230","가양2단지성지아파트.동양고등학교"
"6642","16230","가양2단지성지아파트.동양고등학교"
"6642","16230","가양2단지성지아파트.동양고등학교"
"6630","16231","한보구암마을아파트"
"6631","16231","한보구암마을아파트"
"6645","16231","한보구암마을아파트"
"6657","16231","한보구암마을아파트"
"6630","16232","가양동천주교영등포공업고등학교"
"6631","16232","가양동천주교영등포공업고등학교"
"6642","16232","가양동천주교영등포공업고등학교"
"6642","16232","가양동천주교영등포공업고등학교"
"660","16233","서울서진학교.우체국앞.허준박물관"
"6631","16233","서울서진학교.우체국앞.허준박물관"
"6645","16233","서울서진학교.우체국앞.허준박물관"
"6712","16233","서울서진학교.우체국앞.허준박물관"
"6631","16234","탑산초등학교 허준박물관"
"6642","16234","탑산초등학교 허준박물관"
"6712","16234","탑산초등학교 허준박물관"
"660","16235","가양도시개발4단지아파트"
"6631","16235","가양도시개발4단지아파트"
"6645","16235","가양도시개발4단지아파트"
"6712","16235","가양도시개발4단지아파트"
"6631","16236","대림경동아파트"
"6642","16236","대림경동아파트"
"6712","16236","대림경동아파트"
"660","16237","가양도시개발5단지아파트"
"6631","16237","가양도시개발5단지아파트"
"6645","16237","가양도시개발5단지아파트"
"6712","16237","가양도시개발5단지아파트"
"6631","16238","가양2동강변아파트"
"6642","16238","가양2동강변아파트"
"6712","16238","가양2동강변아파트"
"6631","16239","가양3동도시개발6단지아파트"
"6642","16239","가양3동도시개발6단지아파트"
"6712","16239","가양3동도시개발6단지아파트"
"660","16240","가양초등학교"
"6627","16240","가양초등학교"
"6631","16240","가양초등학교"
"6645","16240","가양초등학교"
"6712","16240","가양초등학교"
"660","16241","강서구청별관"
"6627","16241","강서구청별관"
"6645","16241","강서구청별관"
"6631","16242","가양3동주민센터"
"6712","16242","가양3동주민센터"
